acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,timestamp_us
-5.606,-30.9618,16.3297,-11.5967,148.6816,90.9424,111112.0
-7.3095,-23.5123,12.3529,-21.6064,177.6733,156.189,121116.0
-8.0002,-17.4082,9.6606,-34.5459,202.2095,192.688,131117.0
-7.8829,-11.8992,4.877,-43.8843,224.3652,208.1909,141119.0
-7.003,-5.7353,-2.3571,-51.0254,227.2949,185.0586,151120.0
-1.6053,5.6096,-16.3727,-53.0396,186.8286,143.4326,161123.0
0.6309,3.8415,-15.7969,-70.3735,117.5537,85.2051,171128.0
2.156,-1.2809,-10.5093,-69.2139,43.335,33.02,181136.0
2.6384,-3.0047,-7.2999,-53.4668,-0.4272,13.855,191136.0
2.6073,0.4357,-4.0654,5.6152,-54.4434,6.1646,201143.0
1.7083,9.8785,-1.9716,22.3999,-67.5049,-24.353,211147.0
0.9732,17.3005,-7.3646,38.8184,-79.5288,-73.7915,221148.0
-1.1887,21.7094,-12.451,33.2642,-105.6519,-149.5972,231152.0
-5.047,18.9788,-10.3537,19.043,-157.6538,-249.7559,241154.0
-8.6562,12.1123,-5.6132,49.2554,-220.7642,-388.4888,251155.0
-10.4256,-10.5548,-4.5011,57.9224,-233.3984,-408.2642,261158.0
-10.246,-20.2549,0.5435,44.5557,-264.0991,-391.6626,271162.0
-9.6977,-24.6292,7.8566,41.3818,-288.6963,-340.0269,281170.0
-9.2416,-24.5765,12.7276,42.6636,-284.4238,-274.231,291173.0
-9.481,-23.2525,15.0631,35.7666,-225.2808,-181.8848,301179.0
-9.2775,-21.3287,19.0722,22.9492,-183.6548,-147.583,311179.0
-8.9052,-19.7474,18.4665,19.5313,-133.7891,-117.3706,321186.0
-8.5138,-18.1421,16.8803,10.8032,-86.792,-92.1631,331186.0
-8.1451,-16.2782,14.6453,3.8452,-45.6543,-69.3359,341188.0
-7.6686,-14.4538,11.5329,0.6714,3.7842,-34.729,351194.0
-6.6906,-12.8904,4.3419,-4.8218,29.0527,-23.3765,362320.0
-6.0837,-12.5432,2.2685,-4.9438,30.5176,-10.376,372324.0
-5.6503,-11.1247,1.2151,-2.0142,24.6582,6.1646,382330.0
-5.5534,-9.7504,1.47,-0.3662,15.7471,20.2637,392333.0
-5.4085,-6.201,3.4381,11.8408,1.2817,33.8135,402337.0
-5.0853,-5.4755,4.0223,12.7563,0.2441,30.0903,412344.0
-4.853,-5.8275,3.9851,9.2773,2.9297,22.8882,422347.0
-4.6962,-6.8582,3.6775,4.8218,5.5542,15.625,432353.0
-4.6232,-7.9787,3.237,2.1973,6.2866,11.7798,442375.0
-4.6172,-8.6491,2.5343,11.1694,1.4038,16.7236,452409.0
-4.9512,-7.9487,2.7629,19.3481,-3.2349,21.9727,462412.0
-5.0733,-7.3753,3.1819,22.2778,-6.8359,23.8037,472445.0
-5.1942,-7.4184,3.4752,18.0054,-8.4229,21.4233,482477.0
-5.2146,-7.9164,3.9648,13.3057,-9.1553,19.043,492483.0
-5.2289,-8.5617,4.5717,6.1035,-6.8359,19.8975,502505.0
