acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,timestamp_us
0.5064,-25.4755,11.7304,1.9531,-86.3037,257.9346,110207.0
-1.6017,-19.757,3.9025,-108.5205,-1.1597,330.6274,120210.0
-4.7297,-8.0206,1.9441,-140.9912,13.4888,336.731,130216.0
-4.8183,3.061,-0.8954,-124.3286,17.395,313.6597,140217.0
-2.2529,13.9666,-3.6943,-74.3408,18.2495,253.3569,150224.0
-0.7649,19.4122,-1.1971,-40.7104,4.8218,160.8276,160224.0
0.34,17.2143,3.2226,-14.4653,0.7935,-39.1846,170229.0
0.152,11.0636,16.6241,-17.1509,26.3672,-110.2905,180235.0
-0.7183,6.4679,14.0659,-51.2695,83.6792,-168.6401,190237.0
-1.6532,3.4979,11.212,-91.2476,126.0376,-209.7778,200242.0
-1.7801,0.3723,3.0598,-125.0,154.7852,-240.4175,210242.0
-2.1057,-4.6268,-6.9312,-148.9258,133.1787,-277.1606,220250.0
0.8835,-24.78,-19.6145,-122.5586,71.106,-265.8081,230256.0
1.9405,-30.6422,-13.9821,-44.6777,-6.4697,-219.2383,240262.0
2.1823,-30.4519,-8.5605,49.2554,-49.1333,-148.9868,250269.0
0.8607,-26.3338,-5.928,103.8208,-61.3403,-76.5381,260276.0
0.923,-23.1675,-3.1879,63.7207,-76.7212,16.7236,270284.0
0.237,-17.3101,-4.4568,23.1323,-70.0684,49.6826,280290.0
-0.3855,-13.6996,-7.7237,-8.1787,-68.2983,70.4346,290291.0
-0.492,-10.2855,-9.578,-15.8691,-83.0078,75.6836,300296.0
-0.2334,-8.1618,-8.9232,-1.9531,-106.5674,67.3828,310297.0
0.0802,-7.1323,-6.6116,45.5933,-155.9448,38.0859,320300.0
0.9325,-8.3857,3.7972,70.5566,-174.3774,25.2075,330302.0
1.6281,-9.6127,12.4929,81.0547,-176.5137,20.0195,340304.0
2.7007,-11.5652,19.3739,74.7681,-145.3857,23.3154,350307.0
3.6715,-12.639,21.9716,50.0488,-88.8062,36.2549,360308.0
4.1563,-13.5488,19.9509,-36.6821,22.3999,74.5239,370309.0
2.3415,-13.1909,21.7202,-72.1436,60.6079,97.7173,380314.0
-0.2394,-8.9483,18.8663,-80.3833,113.4644,114.8071,390317.0
-0.3603,-5.0159,11.6238,-63.3545,165.2222,109.5581,400320.0
-0.6213,-1.0211,6.1208,-41.626,187.0728,89.5386,410323.0
-0.7302,2.5498,2.9377,-27.4658,178.1006,15.8691,420323.0
-0.1209,-0.3567,-5.0039,-31.25,165.6494,-29.8462,431414.0
-0.1544,-4.9165,-7.0102,-38.8794,140.9302,-65.4907,441416.0
0.0048,-8.0888,-8.436,-35.5835,114.1968,-82.9468,451423.0
0.4681,-12.5815,-11.5508,-20.9961,96.8628,-91.3696,461426.0
1.4317,-18.3887,-8.2277,10.498,39.4897,-61.9507,471428.0
1.0774,-17.6572,-7.1611,12.4512,24.0479,-30.2734,481435.0
0.7745,-15.5048,-6.3159,5.6152,13.4277,-3.6011,491437.0
0.6381,-13.3273,-5.5941,0.6714,3.7231,13.3667,501443.0
