acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,timestamp_us
2.15,4.5466,-11.4287,-40.9546,120.6055,42.9077,110032.0
2.8491,-0.6823,-6.8378,-28.8086,52.5513,0.7935,120032.0
2.7043,-3.7541,-2.6169,-3.2349,9.6436,-9.6436,130034.0
2.0794,-4.1755,0.3172,42.0532,-20.3247,1.1597,140041.0
1.6903,-5.8047,4.4161,43.7012,-23.1323,-5.127,150044.0
1.5778,-8.4408,5.102,33.3252,-21.0571,-14.4653,160045.0
1.5778,-11.2372,5.77,24.0479,-20.9351,-17.395,170046.0
1.312,-12.3265,6.0274,22.7051,-19.7754,-7.4463,180046.0
1.0463,-11.23,6.1375,44.4336,-19.8364,28.0151,190049.0
0.0347,-7.6674,7.677,35.5225,-19.5313,31.1279,200050.0
-0.1472,-6.9252,8.1319,24.353,-14.3433,25.0854,210054.0
-0.0419,-7.0234,7.0138,11.2305,-4.6997,15.0146,220059.0
0.2167,-8.2313,5.7317,-0.3662,2.4414,4.2725,230063.0
0.5207,-9.1494,5.1308,-3.2959,1.3428,4.6997,240064.0
1.0283,-8.582,3.9744,4.8218,0.2441,10.7422,251151.0
0.923,-8.0337,3.3255,8.1787,-2.3804,14.8315,261153.0
0.6847,-7.4364,3.802,9.2773,-8.7891,16.5405,271154.0
0.5555,-6.6224,4.9165,8.7891,-15.2588,15.5029,281160.0
0.4788,-7.8614,5.0697,-4.5166,-15.1367,1.5869,291168.0
0.3998,-8.6646,5.7114,-4.2114,-18.0664,-0.061,301175.0
0.3783,-8.8585,6.523,0.5493,-20.2026,3.8452,311179.0
0.2394,-8.8418,6.6439,5.9204,-18.1885,8.9111,321179.0
-0.0335,-8.4922,6.7552,11.1084,-14.8315,13.6108,331185.0
-0.2059,-7.4962,7.5705,18.7988,-9.0332,15.0146,341193.0
-0.0634,-7.7213,6.5074,14.4653,-1.1597,7.8125,351200.0
0.1269,-8.6945,5.6958,8.1787,3.1738,2.1362,361206.0
0.3555,-9.5864,5.2684,6.0425,2.3193,1.1597,371208.0
0.583,-9.8318,4.7752,8.2397,1.8311,5.3711,381214.0
0.7649,-9.7863,3.8559,14.0991,-3.2349,17.334,391220.0
0.7422,-8.7436,4.3263,15.2588,-8.667,21.9727,401222.0
0.7626,-8.2384,4.8243,12.7563,-13.0005,22.8271,411224.0
0.8392,-8.2025,4.6543,8.1177,-12.9395,20.874,421227.0
0.8882,-8.4551,4.2413,4.2114,-12.7563,18.1274,431233.0
0.814,-8.4072,4.306,3.7231,-19.104,19.8975,441235.0
0.838,-8.2277,4.9416,6.0425,-20.5688,20.874,451235.0
0.6189,-8.3881,5.0973,9.2773,-20.3857,22.1558,461239.0
0.4752,-7.8661,6.0442,14.1602,-22.2778,25.2075,471246.0
0.4669,-7.2999,6.7792,15.8691,-21.6675,25.5127,481247.0
0.4896,-7.4986,6.5745,6.2256,-10.3149,15.1367,491253.0
0.6572,-8.3558,5.849,4.2114,-8.0566,13.1226,501258.0
