acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,timestamp_us
-8.0134,-10.4866,17.6788,-48.2788,189.3311,309.5093,110248.0
-8.3713,-4.2329,12.2595,-84.5947,233.2764,304.0771,120251.0
-7.7991,2.4134,6.6487,-94.7876,261.5967,242.1265,130251.0
-3.7314,12.2392,-0.3651,-65.4907,242.2485,190.6738,141336.0
-1.4257,17.9026,-3.9133,-50.1099,210.9985,134.3384,151336.0
0.3867,19.8455,-7.0042,-47.9736,174.0112,62.561,161337.0
1.2941,15.9143,-5.9783,-39.0625,116.5161,-26.9775,171339.0
1.6616,3.1843,1.0762,-23.7427,37.3535,-161.0107,181343.0
2.2314,-1.0642,-0.7446,-20.5688,43.0298,-189.3921,191348.0
2.4972,-4.373,-4.6448,-17.7612,45.2271,-202.2705,201348.0
2.8563,-8.6838,-8.8777,-17.8223,36.0107,-210.3882,211353.0
2.9987,-12.3708,-11.6801,-12.5122,9.8267,-207.5806,221353.0
2.8659,-14.7495,-13.2723,9.7046,-66.8335,-169.0063,231359.0
1.555,-18.5682,-10.6542,15.1978,-111.5112,-147.583,241364.0
0.9182,-21.0235,-6.1794,21.3623,-151.3672,-122.8027,251364.0
-0.0299,-21.8698,-1.3815,34.0576,-176.2085,-87.0972,261365.0
-0.9517,-21.3287,5.1535,44.8608,-187.9272,-48.7061,271368.0
-1.0415,-20.4668,13.1418,29.9072,-153.3813,9.2163,281368.0
-0.249,-19.6348,17.2359,0.9155,-91.3696,35.4004,291374.0
-0.1999,-16.8121,14.2012,-16.5405,-35.4614,64.0259,301375.0
-0.2861,-12.9682,11.7388,-22.8882,-2.4414,85.9375,311377.0
-0.4764,-8.9507,8.6467,-17.5781,17.334,97.4731,321382.0
-0.4776,-4.4424,6.6882,13.3057,12.0239,89.4775,331388.0
-0.2789,1.0762,5.9723,23.2544,-1.4038,67.1997,341391.0
0.0227,1.1576,7.1515,22.0947,-17.0288,37.9028,351391.0
0.5088,-0.4597,8.8394,13.855,-28.7476,8.7891,361391.0
1.0223,-2.9042,9.2775,6.8359,-28.7476,-13.3667,371393.0
1.4533,-5.1775,8.7771,9.3384,-16.5405,-28.2593,381397.0
2.0901,-8.2169,7.0797,11.9629,-10.1929,-26.4893,391397.0
2.0291,-9.2033,6.3015,12.146,-6.3477,-21.7285,401397.0
1.9573,-9.5876,6.2249,11.4746,-6.1646,-15.0146,411403.0
1.8771,-9.9707,5.5079,10.437,-2.9907,-9.0332,421411.0
1.7741,-10.161,4.5286,7.8735,2.6245,0.0,431412.0
1.494,-10.094,3.316,11.2305,-0.1831,4.5776,441415.0
1.3048,-9.7336,3.6045,13.1836,-4.3335,8.728,451420.0
1.1684,-9.5217,4.0654,12.2681,-6.8359,10.8643,461425.0
1.148,-9.4978,4.2988,8.9111,-6.1646,11.4746,471427.0
1.2175,-9.5648,4.4484,5.188,-0.5493,12.207,481433.0
1.3779,-9.8928,4.1623,-2.5024,1.5869,15.3198,491434.0
1.488,-9.3817,4.3491,-2.4414,1.8921,19.5923,501439.0
