acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,timestamp_us
1.4497,-24.3682,24.1144,-59.082,33.3862,-227.356,110041.0
2.1225,-27.6327,23.4069,-83.252,88.7451,-179.6875,120044.0
2.393,-29.7827,18.9333,-97.6563,146.1792,-124.2065,130044.0
2.3391,-33.107,6.596,-102.9053,222.1069,-2.1973,140047.0
-0.085,-30.4399,-0.5291,-91.6748,236.6943,72.937,150054.0
-1.4042,-26.0046,-5.8167,-67.1387,227.478,131.2866,160057.0
-3.7769,-19.2685,-12.9335,-30.7617,210.6323,181.0303,170062.0
-6.1016,-11.7831,-18.4533,0.8545,175.9033,199.5239,180064.0
-6.3794,0.7183,-22.8096,30.0293,67.8101,156.189,190067.0
-6.5661,2.5211,-21.7561,24.9634,13.6108,108.2153,200071.0
-5.0015,1.1504,-22.2529,6.0425,-21.7285,54.6265,210072.0
-3.2406,-2.4517,-20.8104,-18.7988,-57.4951,11.8408,220072.0
-1.8603,-6.092,-16.781,-31.7993,-96.9849,-13.5498,230078.0
-1.0295,-7.6543,-3.4046,-4.2114,-146.7285,-15.2588,240082.0
0.1293,-8.5162,3.2633,25.2686,-147.7661,-8.4229,250089.0
0.7362,-7.7129,10.6051,53.6499,-139.1602,-1.709,260090.0
1.6472,-6.1615,18.731,69.5801,-121.1548,3.0518,270096.0
2.3798,-6.2165,26.6415,60.791,-85.6934,-0.3052,280101.0
3.0275,-6.8977,24.6363,-1.2817,40.8936,-11.5967,290102.0
2.9329,-11.7843,19.8587,-34.4238,86.9141,-13.9771,300107.0
1.9273,-13.5895,14.2467,-50.1099,115.7837,-9.5215,310107.0
1.0127,-14.2826,6.9396,-42.5415,136.2305,-0.9155,320109.0
0.0204,-13.5308,0.2382,-12.5732,140.8691,8.4839,330109.0
-1.0379,-11.6693,-2.5235,51.4526,106.5674,19.3481,340116.0
-2.4002,-9.3494,-4.5753,43.6401,99.0601,18.3105,350118.0
-2.5905,-10.1778,-8.3402,11.3525,95.6421,14.0991,360123.0
-2.7162,-10.2065,-12.6713,-18.7378,85.4492,11.5356,370130.0
-2.1201,-11.9471,-15.9993,-27.771,65.2466,3.9062,380137.0
-1.7418,-11.5137,-16.4146,13.0615,0.9155,5.5542,390139.0
-0.7554,-9.2404,-11.0756,40.2222,-27.2827,6.8359,400145.0
-0.3352,-8.7305,-6.7493,60.73,-46.6919,4.7607,410151.0
0.3208,-8.248,-1.6676,65.6128,-58.8989,0.9766,420158.0
0.7051,-8.5353,1.8208,52.8564,-56.7627,-1.9531,430159.0
1.0247,-9.0477,2.6133,-0.9155,-30.2124,-0.7324,440164.0
1.0451,-10.8026,1.2929,-11.4746,-21.6064,1.8311,450167.0
0.9912,-10.8409,0.8236,-4.6997,-18.4326,5.5542,460174.0
0.99,-10.4447,1.7693,11.7187,-21.9727,8.1177,470179.0
0.99,-9.9096,3.2585,29.48,-25.4517,8.9722,480183.0
1.1073,-9.5313,4.276,46.2646,-18.9209,5.4932,490188.0
1.5227,-9.8306,5.63,42.0532,-11.3525,4.3335,500190.0
