acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,timestamp_us
-6.1543,-22.5725,28.9279,-18.4326,113.4644,97.9004,111212.0
-7.3825,-19.6217,22.4504,-73.7915,207.6416,115.4175,121225.0
-7.3478,-16.7139,15.8149,-110.5347,267.2729,126.1597,131241.0
-6.7564,-11.218,-4.0247,-147.9492,337.6465,130.9204,141253.0
-3.1053,-8.2803,-11.327,-123.7183,314.6362,128.54,151269.0
-1.1181,-5.1655,-12.9155,-82.3364,254.5776,125.1221,161280.0
-0.006,-2.63,-11.8513,-46.7529,192.688,117.7368,171296.0
0.9361,-1.5419,-10.6003,-23.2544,142.6392,99.2432,181309.0
1.6077,-2.0518,-10.8697,-3.6621,75.0732,50.1099,191319.0
2.6803,-4.4412,-11.5891,7.9346,44.5557,32.8369,201329.0
2.8311,-5.3295,-11.2492,25.8179,10.9253,22.583,211340.0
2.9592,-6.5709,-10.058,37.9028,-22.8882,15.5029,221350.0
2.8814,-9.0525,-9.0225,31.5552,-51.1475,8.1177,231358.0
2.6803,-10.9846,-9.3565,25.0854,-102.7222,17.7002,241367.0
1.7454,-8.503,-7.0737,39.0625,-140.8081,28.2593,251378.0
0.8823,-6.3949,-3.7505,64.7583,-176.5137,30.8228,261391.0
-0.2993,-3.6476,1.3048,88.4399,-201.9653,26.062,271398.0
-1.7573,1.0882,8.1271,91.4917,-218.0786,10.2539,281415.0
-3.4919,4.8363,18.9274,44.4946,-177.6123,-81.604,291424.0
-2.4588,0.1712,30.1801,2.2583,-83.9844,-137.5732,301430.0
-2.478,-3.8762,24.61,-50.415,19.6533,-176.8188,311444.0
-2.8934,-5.1822,27.2221,-79.834,67.3828,-194.1528,321455.0
-2.4624,-3.6763,23.4332,-79.5288,116.7603,-200.0122,331470.0
-2.047,-3.9744,9.5948,-68.9087,206.2378,-243.103,341478.0
0.3723,-12.3337,-7.2341,-47.5464,160.7056,-237.4268,351484.0
0.2705,-12.0716,-8.0924,-4.5166,98.999,-203.0029,361500.0
-0.4752,-13.69,-8.7293,27.832,49.4995,-176.6968,371509.0
-1.0092,-16.5176,-7.6148,50.1709,6.5918,-157.7148,381521.0
-1.81,-18.318,-4.3012,62.1338,-53.833,-102.7832,391533.0
-3.3411,-20.5925,0.9697,40.4663,-59.2651,-76.5991,401544.0
-3.4524,-21.1432,3.3926,25.5737,-54.4434,-48.7671,411561.0
-3.0586,-20.4752,3.7924,21.6675,-36.3159,-18.0054,421573.0
-3.1711,-18.6305,3.8068,12.8784,-17.0898,12.146,431583.0
-2.879,-15.3827,3.6129,-9.2773,13.7939,43.9453,441594.0
-1.7921,-11.7148,-2.8252,-8.3008,18.9209,48.1567,451606.0
-1.488,-9.1494,-3.2621,4.5166,2.1362,52.7344,461616.0
-1.3072,-8.4515,-2.1512,15.686,-19.2261,48.5229,471624.0
-1.2282,-8.6754,-0.3867,23.7427,-36.499,41.5649,481637.0
-1.3563,-8.5916,2.8264,29.7852,-53.7109,36.1328,491644.0
-0.9984,-9.4116,7.3634,23.6816,-41.9312,30.8838,501659.0
