acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,timestamp_us
1.1217,-12.7372,15.7778,-43.0908,27.832,-150.6348,110030.0
0.8499,-15.457,15.7862,-38.5742,56.5186,-138.6719,120033.0
0.0826,-15.5264,13.6757,-33.0811,89.9048,-117.3706,130036.0
-0.5351,-16.7259,10.1598,-36.499,118.4692,-98.5718,140044.0
-1.2306,-18.9633,6.3817,-40.8325,137.5122,-83.5571,150047.0
-2.958,-19.6708,-4.5981,-18.6768,145.2637,-32.7759,160051.0
-3.5686,-18.1337,-7.3155,-1.709,124.7559,-8.667,170059.0
-4.2246,-15.4414,-7.9571,17.2119,97.229,9.2773,180061.0
-4.2365,-12.6833,-8.163,35.3394,73.4253,19.2261,190066.0
-3.7302,-11.6765,-6.7169,42.9688,53.0396,19.4092,200069.0
-3.0478,-11.2384,-5.624,25.0854,36.3159,19.3481,210073.0
-1.1684,-10.9978,-5.7257,17.0288,32.1045,22.522,220077.0
-0.2562,-9.8102,-6.5146,11.3525,28.3203,27.771,230084.0
0.4381,-8.6598,-6.918,6.2256,19.5313,31.4941,240085.0
0.9541,-7.6674,-6.0573,4.2114,6.1035,32.0435,250086.0
1.2258,-6.5864,-2.9509,3.7842,-16.6626,23.7427,260087.0
1.573,-6.0801,-1.0534,1.8311,-22.8271,16.7847,270088.0
1.5945,-6.687,-0.0467,-1.8921,-23.0103,8.8501,280090.0
1.4844,-7.4077,0.3699,-7.2632,-20.9961,1.8311,290092.0
1.3252,-8.2193,0.5291,-10.498,-19.104,-2.6245,300092.0
1.16,-9.1973,0.5543,-3.1128,-18.4937,-7.0801,310100.0
0.7626,-10.4136,1.6041,-0.6104,-19.165,-6.1646,320108.0
0.5962,-10.6219,2.2398,-0.1831,-17.0288,-4.4556,330113.0
0.3184,-10.6901,2.0327,-1.5259,-10.9863,-2.6245,340120.0
0.0958,-10.902,1.8926,-2.6245,-6.1646,-1.0986,350123.0
-0.0431,-11.0588,0.9254,0.7324,0.6714,2.3804,360129.0
-0.3783,-10.8625,0.2777,3.1738,1.1597,3.6011,370136.0
-0.4094,-10.6386,0.0096,6.2866,2.1362,4.5776,380141.0
-0.4214,-10.5093,-0.1616,8.3008,2.0142,5.3101,390145.0
-0.3938,-10.5417,-0.4752,9.3994,2.5024,5.6763,400147.0
-0.3124,-10.4124,-0.7673,8.9722,1.3428,7.8125,410148.0
-0.0096,-10.0185,-1.0127,7.9956,0.061,8.8501,420155.0
0.1293,-9.7193,-0.9349,7.5684,-0.7324,9.2773,430160.0
0.2526,-9.5744,-1.0104,7.019,-0.9766,8.728,440160.0
0.4058,-9.5086,-1.3156,5.9204,-0.7324,7.7515,450162.0
0.5004,-9.6798,-1.3348,5.127,-3.9673,6.2866,460170.0
0.5938,-9.3889,-0.7314,5.7373,-4.5166,6.8359,470178.0
0.5974,-9.4104,-0.4633,5.188,-4.3945,5.9814,480182.0
0.6153,-9.5948,-0.4417,3.479,-3.6621,4.9438,490182.0
0.5926,-9.4739,-0.6237,2.5024,-2.3804,5.127,500189.0
