acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,timestamp_us
-1.2534,-11.7148,4.2736,6.2866,-15.4419,-35.9497,110038.0
-1.0367,-14.3125,2.7066,-10.437,7.5684,-19.3481,120054.0
-0.9026,-15.439,1.3791,-11.0474,8.4839,5.0049,131156.0
-1.075,-12.9299,1.1504,3.3569,6.5918,31.7383,141168.0
-1.4832,-10.3058,1.1923,12.3291,3.7231,49.5605,151178.0
-1.7909,-7.665,1.4257,16.7847,1.2207,56.8848,161190.0
-2.4157,-3.6464,2.1404,13.1226,1.77,41.5649,171197.0
-2.2242,-3.5159,1.4784,4.3945,7.3853,20.3857,181210.0
-1.9656,-6.0442,0.6237,-4.8828,12.4512,-4.1504,191226.0
-1.9513,-8.9316,-0.2418,-9.8877,14.4653,-19.5923,201237.0
-1.9405,-10.8972,-1.0582,-8.5449,13.1226,-21.9727,211248.0
-1.9668,-13.5871,-1.057,-0.5493,2.1362,-8.3618,221260.0
-2.1069,-12.5037,-0.328,7.8735,-3.54,6.897,231268.0
-2.2039,-11.3545,0.6177,13.1226,-6.2256,18.3105,241278.0
-2.3331,-10.3286,1.4401,11.7798,-4.8218,23.6816,251293.0
-2.3224,-9.3685,1.4904,6.0425,0.0,25.0244,261297.0
-2.1177,-9.3793,-0.1341,-5.4321,9.8877,16.8457,271309.0
-1.7717,-9.153,-0.4238,-5.9204,7.6904,13.3057,281324.0
-1.6125,-9.4583,-0.8368,-2.2583,4.6997,9.8267,291336.0
-1.5335,-9.8078,-0.7266,2.0142,-0.3052,7.4463,301349.0
-1.506,-10.0999,-0.3232,6.4087,-5.249,6.897,311354.0
-1.5299,-10.2268,1.2953,10.9863,-9.8877,9.1553,321370.0
-1.4988,-10.058,1.7789,8.3618,-7.2632,10.6812,331385.0
-1.4808,-10.0521,1.6879,1.5869,-1.9531,11.4746,341390.0
-1.4341,-10.1921,0.8021,-5.188,4.5166,11.9019,351403.0
-1.3886,-10.2101,-0.0491,-7.7515,7.3242,13.3057,361412.0
-1.3862,-9.9108,-0.3627,-3.2349,0.7935,16.6626,371424.0
-1.4269,-8.7736,-0.2586,0.4883,-2.6245,15.5029,381428.0
-1.4629,-8.9519,-0.1903,2.6245,-5.249,11.6577,391444.0
-1.4389,-9.4918,0.1173,5.127,-7.9346,8.2397,401447.0
-1.5251,-9.4798,1.1193,6.2866,-10.0708,7.4463,411462.0
-1.573,-9.5936,1.6951,-0.3052,-3.2959,5.4321,421478.0
-1.5239,-10.483,1.0499,-4.8218,1.0986,6.2256,431487.0
-1.4904,-10.7727,0.5028,-5.7373,3.54,8.606,441503.0
-1.506,-10.7141,0.152,-4.2114,3.2959,12.3901,451512.0
-1.47,-10.4136,0.3472,-1.4038,1.0376,16.4185,461522.0
-1.4425,-10.0616,0.5962,4.6997,-1.8921,20.6909,471530.0
-1.3431,-9.3637,0.6165,6.2866,-2.2583,20.2026,481546.0
-1.2258,-9.4894,0.9313,5.127,-2.7466,18.3105,491553.0
-1.1564,-9.669,0.8643,3.479,-1.77,16.9067,501565.0
