acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,timestamp_us
-1.3527,-12.2823,-16.4781,-32.2876,21.6675,-77.3315,110013.0
-1.7609,-13.799,-14.461,-2.5024,-21.2402,-74.646,120020.0
-1.8842,-14.1964,-12.6378,4.3945,-50.2319,-66.5894,130024.0
-1.6652,-16.1704,-10.8194,-29.541,-89.4165,-53.4058,140027.0
-0.8894,-17.7243,-4.7297,-39.7949,-104.5532,-34.729,150035.0
-0.17,-15.4067,-0.571,-30.5786,-117.7368,-10.9863,160039.0
0.2083,-12.7467,4.1384,-14.7705,-122.9248,6.897,170047.0
0.3795,-9.4679,9.6869,1.8311,-122.1924,18.1885,180047.0
0.8284,-6.4739,14.1282,17.8223,-87.2803,11.7798,190051.0
1.6221,-5.0434,19.7953,7.019,-61.0352,-1.0376,200055.0
1.9357,-6.3195,21.0163,-8.1177,-29.8462,-12.146,210057.0
2.0159,-7.3059,20.2585,-18.7988,4.8218,-16.2964,220061.0
1.804,-8.0182,17.4777,-22.522,39.1235,-14.4653,230064.0
1.2246,-8.2169,13.7367,-22.4609,90.0269,-4.0894,240070.0
-0.4705,-6.7457,3.7505,-20.2026,105.1025,-3.3569,250076.0
-1.3156,-6.4416,-1.9848,-16.6626,108.7646,-8.2397,260083.0
-1.9776,-7.4998,-6.6367,-9.8877,98.2666,-19.043,270085.0
-2.4157,-9.2404,-8.983,0.9155,75.8057,-30.7617,280089.0
-2.5259,-10.8613,-9.0716,19.104,26.062,-41.0767,290090.0
-1.7262,-15.5479,-8.0709,15.9912,9.0332,-39.5508,300097.0
-1.0523,-17.1245,-7.1287,13.0005,-5.3101,-27.8931,310100.0
-0.5148,-16.7522,-5.9664,16.9678,-16.5405,-10.5591,320101.0
-0.0048,-14.9685,-3.6117,23.9868,-28.9307,7.9956,330102.0
0.2334,-12.8617,-0.6608,25.6348,-40.2222,28.1982,340103.0
0.9146,-10.2196,3.6045,18.6157,-37.1094,28.3813,350104.0
1.1097,-9.7671,4.4448,11.2305,-31.5552,27.2827,360106.0
1.2175,-9.3482,4.7621,7.8125,-25.2686,26.4282,370107.0
1.4461,-9.402,4.9871,8.0566,-20.9961,25.6348,380111.0
1.5155,-9.0896,5.2672,9.1553,-15.2588,29.3579,390116.0
1.4006,-7.8039,5.6994,10.8643,-10.8643,31.25,400121.0
1.2797,-6.9312,5.436,9.3384,-5.4932,31.7383,410128.0
1.1504,-6.4009,4.6914,7.1411,1.2817,28.9917,420136.0
1.0546,-6.1495,3.7314,3.9673,7.019,23.3154,430136.0
0.9409,-6.2656,2.8395,3.0518,12.8784,8.0566,440140.0
0.6476,-7.0713,0.9026,7.2632,11.2915,-0.1221,451238.0
0.5674,-8.0852,0.4932,9.5825,8.728,-7.1411,461243.0
0.4585,-9.3553,0.0658,10.3149,6.3477,-12.5122,471260.0
0.3077,-10.5117,-0.0946,9.7656,3.418,-14.4653,481265.0
0.2203,-11.8788,0.2059,12.207,-2.4414,-10.3149,491270.0
0.1197,-12.1051,0.3903,12.6953,-4.0894,-6.4087,501278.0
