acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,timestamp_us
-1.0343,-33.9546,7.0581,-47.8516,177.8564,-6.7749,110038.0
-2.4792,-27.9559,3.9768,-70.1904,186.4624,102.5391,120038.0
-2.9473,-17.7853,-3.4285,-87.6465,190.8569,114.4409,130043.0
-1.7717,-16.3416,-9.1243,-94.0552,184.3872,110.4126,140045.0
-0.3196,-15.032,-12.2164,-77.3315,153.2593,110.9619,150051.0
0.7985,-14.3868,-12.7671,-52.9175,111.6333,116.1499,160053.0
1.0271,-12.6043,-11.1151,-30.3345,33.2642,144.8975,170053.0
0.7901,-8.0254,-7.6962,-11.9019,9.8267,153.5034,181139.0
0.7697,-8.5784,-6.8857,-17.2729,-10.1929,156.189,191142.0
0.4274,-9.007,-4.9117,-24.292,-32.3486,164.4287,201142.0
0.0575,-6.6822,-2.4648,-24.4141,-51.4526,179.5044,211146.0
0.0622,0.1927,1.913,-1.0376,-70.7397,182.1289,221147.0
0.4489,3.9468,5.2313,11.3525,-79.4678,160.4004,231152.0
1.1181,5.782,6.7708,28.2593,-78.7354,123.4741,241157.0
1.816,3.814,7.3813,42.4194,-73.9136,75.3784,251160.0
2.5019,0.4022,8.4551,52.002,-75.1343,33.8745,261164.0
3.0203,-8.418,11.212,48.584,-74.2188,-7.5073,271170.0
3.4692,-10.7476,12.7527,46.5088,-66.3452,-4.3335,281174.0
3.474,-11.2791,13.0376,45.7764,-49.1943,6.7139,291182.0
3.5171,-10.3274,12.1075,46.2036,-28.3203,19.5313,301182.0
3.5889,-9.0752,10.0832,41.1987,-8.2397,27.4658,311183.0
3.5865,-7.9535,6.0238,16.1743,17.395,24.1089,321184.0
3.6224,-7.0258,4.2748,11.2915,24.0479,17.0898,331190.0
3.7481,-7.0605,1.8447,12.9395,28.9307,10.9253,341198.0
3.863,-6.7181,0.8583,16.9067,24.1699,7.6904,351204.0
3.7972,-6.0837,0.0958,18.7378,17.2729,6.0425,361210.0
3.8235,-6.2058,-0.1844,12.146,0.7935,-3.0518,371220.0
3.9504,-7.3765,1.4018,8.0566,-5.0659,-4.3335,381244.0
3.9816,-7.9511,1.5227,6.7749,-6.4697,-4.1504,391244.0
3.9959,-8.3366,2.2278,8.1787,-9.4604,-2.7466,401271.0
3.9409,-8.3139,2.9532,12.8784,-12.207,0.4883,411291.0
3.8176,-8.2073,3.6105,14.0991,-14.0991,2.5635,421297.0
3.6955,-8.9495,5.6539,11.0474,-13.2446,1.8921,431309.0
3.6655,-8.9244,5.6072,8.7891,-8.3008,2.4414,441337.0
3.6931,-9.4583,5.1487,8.0566,-4.5776,1.5869,451337.0
3.6045,-9.596,5.108,9.5215,-3.54,3.1738,461351.0
3.4788,-9.5086,5.3259,14.2822,-1.5869,9.7656,471379.0
3.322,-8.6778,5.1763,14.2212,0.8545,12.085,481386.0
3.3423,-8.2516,4.804,11.9629,3.6011,12.6953,491399.0
3.3902,-7.9619,4.3598,8.3618,6.1035,11.9019,501420.0
