acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,timestamp_us
-7.4651,-39.2218,-0.5926,-60.3027,-142.5781,-452.6367,110028.0
-6.1076,-39.2218,12.5037,-99.0601,-174.1333,-350.9521,120030.0
-4.9177,-39.2218,22.6444,-77.2095,-158.1421,-205.8105,130030.0
-5.849,-39.2218,21.4556,-0.9155,-1.3428,71.7773,140031.0
-8.1355,-39.1464,22.9975,-18.0664,49.6826,185.1807,150048.0
-10.1658,-29.384,19.6947,-36.1328,110.4126,274.4141,160054.0
-11.4096,-21.2737,15.0895,-66.4673,166.8701,325.7446,170066.0
-12.3254,-12.9826,11.0552,-101.1963,203.8574,347.168,180075.0
-11.5317,14.2706,-8.7759,-105.2246,238.2812,304.0161,190082.0
-0.565,32.2643,-19.9988,-71.6553,203.0029,233.0322,200094.0
2.6468,37.5471,-23.3578,-55.3589,120.5444,103.6987,210102.0
1.816,30.8349,-14.0192,-23.3154,10.2539,-48.0347,220113.0
-0.7195,19.6277,-6.4655,29.541,-62.1948,-166.5039,230118.0
-3.6536,9.4619,7.7512,77.1484,-93.5669,-286.0107,240123.0
-5.1104,3.4584,13.1035,53.9551,-65.4907,-311.8896,250136.0
-4.3814,-5.0637,7.2149,-7.5073,-3.2349,-343.6279,260150.0
-3.3926,-22.4552,-0.6823,-88.4399,40.5273,-366.8823,270162.0
-2.5067,-35.1397,0.4597,-116.1499,19.043,-331.2378,280176.0
-2.1416,-39.2218,3.1101,-15.9302,-19.043,-132.6904,290184.0
-4.1468,-36.5223,8.6359,21.4844,-35.1563,-36.1328,300195.0
-5.6683,-35.3767,14.6992,32.8979,-30.3345,37.4146,310217.0
-6.6236,-33.0675,18.9645,28.5034,-3.479,103.1494,320234.0
-7.4089,-30.6075,17.4992,11.9019,48.7061,163.7573,330248.0
-7.5393,-28.7005,14.1677,-49.0723,144.4092,261.9629,340255.0
-8.1511,-19.0626,3.3615,-56.7627,173.3398,305.9692,350275.0
-7.8015,-7.0737,-2.1632,-28.8696,177.4902,335.8154,360288.0
-4.3096,9.3314,-8.1044,12.9395,156.7383,337.4634,370301.0
-0.3903,19.7605,-10.1227,26.9165,116.1499,290.0391,380312.0
1.9668,17.4585,-5.9185,23.5596,21.6064,100.647,390333.0
2.9317,2.6911,-0.0395,34.9731,6.897,52.124,400343.0
2.7306,-0.4657,1.4198,46.9971,-1.0376,35.6445,410355.0
2.7306,-1.3252,2.5462,50.7813,-2.6855,30.9448,420370.0
2.7677,-2.9987,2.3008,38.208,2.3193,22.7051,430386.0
2.733,-4.5538,1.0558,19.5313,5.7373,6.6528,440397.0
2.824,-5.3498,0.164,25.3296,-2.3804,-0.1221,450410.0
2.8706,-5.3774,0.492,34.9731,-13.3667,-10.2539,460431.0
2.7952,-6.1519,1.2282,42.9077,-24.8413,-25.2686,470440.0
2.405,-7.6782,2.399,49.1333,-33.9966,-41.0767,480447.0
2.0494,-9.3314,4.5885,49.3164,-36.9263,-58.6548,490461.0
1.8016,-13.7499,5.3738,33.1421,-24.9023,-60.4248,500475.0
