acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,timestamp_us
-1.1648,-15.2199,4.9141,47.1191,-97.5342,8.1787,111124.0
-0.9421,-14.6896,5.8335,29.1138,-81.7261,24.7803,121129.0
-0.9266,-13.9953,5.4217,7.9956,-59.9976,40.9546,131132.0
-1.142,-10.975,3.2657,-8.7891,-27.9541,67.8711,141139.0
-1.5634,-9.1028,1.3288,-7.5684,-18.1885,73.8525,151146.0
-1.7394,-8.1523,-0.1317,-3.479,-16.8457,72.1436,161152.0
-1.4353,-8.7352,-1.5754,3.479,-22.2168,64.5752,171158.0
-1.4293,-8.4455,-0.8068,16.2964,-35.0342,61.1572,181163.0
-1.1887,-9.4487,3.9217,31.189,-49.8047,54.8096,191167.0
-0.8021,-9.8426,4.9919,26.7944,-41.9312,53.7109,201174.0
-0.6967,-10.8254,5.2732,16.3574,-28.5645,53.833,211174.0
-0.6847,-10.4076,5.2517,7.019,-15.0146,57.9224,221178.0
-0.7003,-9.4439,3.8188,0.9155,-0.3052,61.5234,231179.0
-0.7195,-8.1247,0.2526,-4.2725,15.9912,57.1289,241186.0
-0.7039,-6.1304,-0.9625,-2.8687,14.1602,47.6685,251192.0
-0.7111,-6.0262,-1.8926,1.2817,8.2397,35.4614,261197.0
-0.6297,-6.5326,-1.8447,6.7749,-1.4038,22.8271,271197.0
-0.5112,-7.337,-1.3791,12.3291,-10.1929,11.4746,281205.0
-0.3484,-8.2672,1.6508,18.7378,-20.4468,-1.77,291207.0
-0.0611,-9.7504,2.1081,12.5732,-15.1978,-3.9673,301208.0
-0.0024,-10.3669,1.9393,4.6387,-8.1177,-3.9673,311213.0
0.0144,-10.9762,1.5383,-1.77,-2.3193,-2.2583,321213.0
0.006,-11.1151,0.9493,-5.6763,2.8687,1.6479,331220.0
-0.0204,-11.0696,-0.2215,-3.8452,6.3477,9.5825,341226.0
-0.2466,-10.0736,-0.5902,0.061,2.5635,12.2681,351229.0
-0.3244,-9.5433,-0.6548,3.2959,0.3662,12.3901,361235.0
-0.3687,-9.1075,0.0706,5.0659,-3.1128,10.498,371241.0
-0.3651,-9.0704,0.5997,3.1738,-4.1504,6.958,381249.0
-0.3268,-9.1722,0.4717,-0.7324,-0.5493,0.4272,391257.0
-0.1879,-9.9958,0.0347,-1.9531,0.3052,-1.1597,401262.0
-0.1281,-10.0999,-0.152,-0.1831,0.1831,-0.6714,411263.0
-0.0826,-10.1215,-0.2705,1.2207,-0.7324,0.6104,421268.0
-0.0275,-10.1239,-0.0886,2.5024,-1.77,2.0752,431268.0
-0.018,-9.9862,0.3938,2.0142,-2.0752,5.0659,441274.0
-0.103,-9.42,0.4645,0.5493,-0.6104,4.8218,451282.0
-0.1113,-9.2165,0.2119,-0.9155,0.6714,3.6621,461286.0
-0.0754,-9.4152,-0.1413,-2.5635,1.2817,1.5259,471291.0
-0.0491,-9.6462,-0.1101,-2.4414,-0.3052,-0.5493,481298.0
-0.0204,-9.8797,0.0527,0.6714,-2.6855,-1.4648,491304.0
0.0215,-10.2711,0.3627,1.709,-3.1128,-0.3662,501307.0
