acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,timestamp_us
-0.2298,4.962,6.2872,-62.0117,-134.4604,143.0054,110037.0
-0.1006,5.9604,16.1202,-39.3066,-116.4551,114.6851,120037.0
-0.1245,6.6295,18.901,-13.3667,-83.8623,90.332,130042.0
-0.1712,7.3346,20.6404,9.7656,-46.2036,64.3311,140050.0
-0.7697,7.6459,22.7126,21.6675,-5.249,33.0811,150050.0
-1.0965,5.5725,24.4568,25.9399,96.6797,-40.5884,160057.0
-2.6839,0.2227,20.4058,16.3574,151.1841,-66.04,170064.0
-3.1364,-2.5235,20.1867,19.8975,189.9414,-84.7168,180068.0
-3.0622,-4.6591,15.9011,35.5835,235.9619,-98.938,190070.0
-2.0458,-6.1567,5.2577,45.4712,286.5601,-107.5439,200072.0
-0.8068,-8.5258,-4.604,28.3203,252.3193,-130.6763,210080.0
2.3547,-14.6334,-15.4941,-11.4746,208.6792,-133.9111,221163.0
3.1747,-17.6393,-17.3328,-5.4321,145.4468,-123.5352,231163.0
3.4872,-17.6764,-13.3201,21.5454,69.2749,-96.0693,241166.0
3.1627,-17.0168,-6.3386,32.1655,8.667,-67.8101,251166.0
3.0574,-18.4365,0.0024,10.5591,-10.0098,-31.0669,261166.0
3.5087,-17.17,-0.9768,10.8643,-3.9673,-4.2114,271172.0
3.4548,-14.8488,-1.2725,15.1978,-7.2632,21.3623,281172.0
3.401,-11.6131,0.6009,23.1934,-22.0337,42.2363,291179.0
3.2669,-8.3845,2.7976,25.8179,-32.8369,53.5889,301183.0
3.061,-6.1914,6.0454,17.395,-33.02,45.2271,311190.0
3.1999,-4.3694,6.5254,12.2681,-26.2451,34.0576,321195.0
3.4369,-4.7968,6.6391,6.897,-19.4092,21.2402,331198.0
3.6847,-5.5689,6.5003,4.5166,-15.2588,11.0474,341198.0
3.8618,-6.3494,5.849,2.5024,-10.376,5.4932,351202.0
3.9959,-6.9755,5.053,3.9062,-6.0425,3.0518,361206.0
3.9528,-8.3797,2.8168,6.7139,-7.1411,4.0894,371210.0
3.7804,-8.5377,2.6145,11.2305,-11.9019,7.0801,381231.0
3.5769,-8.4791,2.7174,15.3198,-16.9678,9.7656,391244.0
3.3004,-8.7005,2.642,17.1509,-18.6157,10.0098,401262.0
3.067,-8.6323,3.0358,28.4424,-22.2778,10.498,411281.0
3.1244,-8.5736,3.8846,34.79,-19.8364,9.6436,421302.0
3.1627,-8.8717,3.3674,39.3677,-15.625,9.0332,431314.0
2.9676,-8.6167,3.4069,41.626,-15.2588,10.3149,441334.0
2.8503,-8.6227,3.8547,36.5601,-15.686,9.3994,451356.0
2.8347,-8.9627,4.2246,26.4282,-12.146,5.4321,461372.0
2.9018,-9.7205,3.3698,25.6958,-9.7656,6.1035,471386.0
2.9185,-9.8713,3.2106,28.8696,-11.2305,8.2397,481401.0
2.8838,-9.7947,3.4776,33.2642,-14.3433,11.9019,491420.0
2.7785,-9.5074,3.8307,37.6587,-15.5029,15.5029,501438.0
