acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,timestamp_us
1.6221,2.4529,1.5048,-3.3569,54.3213,75.6836,110029.0
1.8771,3.1412,1.4653,-7.3853,56.6406,34.9731,120036.0
1.8112,2.2972,-0.6404,-23.1934,64.209,-6.0425,130037.0
1.7765,-0.1999,-4.8854,-40.5884,73.4253,-43.335,140041.0
2.0183,-3.1735,-8.3199,-41.0767,50.0488,-87.4023,150042.0
2.478,-10.9104,-11.88,-7.5684,19.3481,-87.4023,160047.0
1.8902,-13.957,-11.9878,24.4751,-12.9395,-73.1201,170047.0
2.1979,-15.3612,-5.6647,55.6641,-55.8472,-52.1851,180053.0
1.9489,-12.7048,-0.1018,64.6973,-78.3691,-21.6064,190056.0
1.4676,-11.7699,7.9715,-25.7568,-62.439,-12.146,200061.0
1.3276,-14.6765,14.6657,-82.1533,-7.3242,-27.5879,210062.0
1.7023,-17.5495,11.0528,-102.2339,45.8984,-36.377,220065.0
2.2601,-17.7889,6.7768,-88.3789,76.8433,-29.1748,230069.0
2.9209,-16.1285,0.7865,-43.335,93.9331,-15.1367,240070.0
3.1615,-10.5644,-0.7865,62.5,55.7861,18.6157,250071.0
3.1927,5.0781,1.3455,72.937,45.9595,9.3994,260078.0
2.6121,7.8171,1.9417,32.7148,45.3491,-26.9775,270078.0
1.816,7.5034,0.0551,-25.5127,50.293,-75.3784,280083.0
0.5375,3.4596,-4.6603,-73.4253,58.1665,-123.7793,290087.0
-0.4357,-5.3032,-12.0021,-103.4546,21.3623,-173.7061,300091.0
-0.7171,-26.8905,-16.6648,-57.0679,-35.7666,-152.9541,310092.0
-0.7602,-26.5768,-9.8892,21.6675,-103.2715,-90.6982,320097.0
-1.0894,-20.9026,-3.8343,90.5762,-143.1885,-23.2544,330100.0
-1.3108,-16.3141,5.5486,112.6099,-160.5225,11.9629,340108.0
-0.8859,-12.2428,15.8963,50.5981,-101.1353,22.7661,350112.0
1.0116,-12.8221,14.0192,6.2866,-31.0059,7.2632,360113.0
1.4449,-15.129,8.8322,-32.8369,10.9863,-0.1831,370114.0
1.4377,-14.9793,5.3235,-31.0059,22.9492,7.8735,380115.0
1.6305,-13.477,4.0139,2.7466,19.7754,21.7896,390117.0
1.6855,-9.9288,3.9205,46.3257,10.376,44.0674,400122.0
1.3647,-4.446,5.4612,77.1484,2.0752,41.1377,411207.0
1.4569,-3.5985,4.8435,56.0913,10.9253,33.3252,421212.0
1.2617,-4.5011,1.986,23.6206,25.3296,21.4233,431214.0
1.1887,-6.1196,-1.342,-2.8076,33.8745,10.9863,441214.0
1.1253,-9.0453,-4.8435,-8.5449,20.5688,4.4556,451214.0
1.0056,-9.3901,-4.7465,6.1035,6.7139,5.127,461219.0
0.9565,-9.2105,-3.45,25.0854,-8.728,4.9438,471222.0
0.7901,-9.2368,-2.4828,41.748,-18.0054,1.2817,481223.0
0.7877,-9.6163,-0.7159,50.6592,-24.5361,-3.6011,491225.0
0.8978,-12.0608,2.3942,26.6113,-19.165,-10.9863,501229.0
